id,user_id,anonymous_id,context_group_id,name,url,title,timestamp,received_at,sent_at,properties_title,properties_path,properties_url,properties_referrer,properties_search
page_050,user_001,anon_001,account_001,Dashboard,/dashboard,Dashboard,2026-01-30 09:00:00,2026-01-30 09:00:01,2026-01-30 09:00:00,Dashboard,/dashboard,/dashboard,,
page_051,user_001,anon_001,account_001,Reports,/reports,Reports,2026-01-30 09:25:00,2026-01-30 09:25:01,2026-01-30 09:25:00,Reports,/reports,/reports,,
page_052,user_002,anon_002,account_001,Dashboard,/dashboard,Dashboard,2026-01-30 10:00:00,2026-01-30 10:00:01,2026-01-30 10:00:00,Dashboard,/dashboard,/dashboard,,
page_053,user_004,anon_004,account_002,Dashboard,/dashboard,Dashboard,2026-02-01 09:00:00,2026-02-01 09:00:01,2026-02-01 09:00:00,Dashboard,/dashboard,/dashboard,,
page_054,user_008,anon_008,account_002,Dashboard,/dashboard,Dashboard,2026-02-01 11:00:00,2026-02-01 11:00:01,2026-02-01 11:00:00,Dashboard,/dashboard,/dashboard,,
page_055,user_006,anon_006,account_003,Dashboard,/dashboard,Dashboard,2026-02-02 10:00:00,2026-02-02 10:00:01,2026-02-02 10:00:00,Dashboard,/dashboard,/dashboard,,
page_056,user_007,anon_007,account_003,Dashboard,/dashboard,Dashboard,2026-02-02 14:00:00,2026-02-02 14:00:01,2026-02-02 14:00:00,Dashboard,/dashboard,/dashboard,,
page_057,user_001,anon_001,account_001,Dashboard,/dashboard,Dashboard,2026-02-03 09:00:00,2026-02-03 09:00:01,2026-02-03 09:00:00,Dashboard,/dashboard,/dashboard,,
page_058,user_002,anon_002,account_001,Dashboard,/dashboard,Dashboard,2026-02-03 10:00:00,2026-02-03 10:00:01,2026-02-03 10:00:00,Dashboard,/dashboard,/dashboard,,
page_059,user_003,anon_003,account_001,Dashboard,/dashboard,Dashboard,2026-02-03 14:00:00,2026-02-03 14:00:01,2026-02-03 14:00:00,Dashboard,/dashboard,/dashboard,,
page_060,user_004,anon_004,account_002,Dashboard,/dashboard,Dashboard,2026-02-05 09:00:00,2026-02-05 09:00:01,2026-02-05 09:00:00,Dashboard,/dashboard,/dashboard,,
page_061,user_005,anon_005,account_002,Dashboard,/dashboard,Dashboard,2026-02-05 15:00:00,2026-02-05 15:00:01,2026-02-05 15:00:00,Dashboard,/dashboard,/dashboard,,
page_062,user_006,anon_006,account_003,Dashboard,/dashboard,Dashboard,2026-02-06 10:00:00,2026-02-06 10:00:01,2026-02-06 10:00:00,Dashboard,/dashboard,/dashboard,,
page_063,user_001,anon_001,account_001,Dashboard,/dashboard,Dashboard,2026-02-07 09:00:00,2026-02-07 09:00:01,2026-02-07 09:00:00,Dashboard,/dashboard,/dashboard,,
page_064,user_002,anon_002,account_001,Dashboard,/dashboard,Dashboard,2026-02-07 10:00:00,2026-02-07 10:00:01,2026-02-07 10:00:00,Dashboard,/dashboard,/dashboard,,
page_065,user_004,anon_004,account_002,Dashboard,/dashboard,Dashboard,2026-02-08 09:00:00,2026-02-08 09:00:01,2026-02-08 09:00:00,Dashboard,/dashboard,/dashboard,,
page_066,user_008,anon_008,account_002,Dashboard,/dashboard,Dashboard,2026-02-08 11:00:00,2026-02-08 11:00:01,2026-02-08 11:00:00,Dashboard,/dashboard,/dashboard,,
page_067,user_006,anon_006,account_003,Dashboard,/dashboard,Dashboard,2026-02-09 10:00:00,2026-02-09 10:00:01,2026-02-09 10:00:00,Dashboard,/dashboard,/dashboard,,
page_068,user_001,anon_001,account_001,Dashboard,/dashboard,Dashboard,2026-02-10 09:00:00,2026-02-10 09:00:01,2026-02-10 09:00:00,Dashboard,/dashboard,/dashboard,,
page_069,user_002,anon_002,account_001,Dashboard,/dashboard,Dashboard,2026-02-10 10:00:00,2026-02-10 10:00:01,2026-02-10 10:00:00,Dashboard,/dashboard,/dashboard,,
page_070,user_003,anon_003,account_001,Dashboard,/dashboard,Dashboard,2026-02-10 14:00:00,2026-02-10 14:00:01,2026-02-10 14:00:00,Dashboard,/dashboard,/dashboard,,
page_071,user_004,anon_004,account_002,Dashboard,/dashboard,Dashboard,2026-02-10 09:00:00,2026-02-10 09:00:01,2026-02-10 09:00:00,Dashboard,/dashboard,/dashboard,,
page_072,user_006,anon_006,account_003,Dashboard,/dashboard,Dashboard,2026-02-10 10:00:00,2026-02-10 10:00:01,2026-02-10 10:00:00,Dashboard,/dashboard,/dashboard,,
